text_ts	s_r	num_chars	num_words	min_since_prev
2013-02-20 10:54:00	SNT	122	20	1
2013-02-20 10:55:00	RCV	133	28	1
2013-02-20 11:07:00	SNT	92	18	12
2013-02-20 11:08:00	RCV	118	21	1
2013-02-20 11:08:00	RCV	86	21	0
2013-02-20 11:16:00	SNT	54	9	8
2013-02-20 11:16:00	SNT	27	5	0
2013-02-20 11:17:00	RCV	81	9	1
2013-02-20 11:20:00	SNT	162	35	3
2013-02-20 11:20:00	RCV	5	1	0
2013-02-20 11:25:00	SNT	46	9	5
2013-02-20 11:25:00	RCV	83	15	0
2013-02-20 11:31:00	SNT	73	14	6
2013-02-20 11:31:00	SNT	91	13	0
2013-02-20 11:35:00	RCV	46	10	4
2013-02-20 11:36:00	RCV	102	12	1
2013-02-20 11:42:00	SNT	29	7	6
2013-02-20 11:42:00	RCV	50	8	0
2013-02-20 11:42:00	SNT	68	14	0
2013-02-20 11:45:00	SNT	103	21	3
2013-02-20 13:20:00	RCV	73	12	95
2013-02-20 13:20:00	RCV	12	2	0
2013-02-20 13:22:00	SNT	12	3	2
2013-02-20 13:23:00	SNT	20	4	1
2013-02-20 13:25:00	RCV	173	26	2
2013-02-20 13:26:00	SNT	80	18	1
2013-02-20 13:27:00	SNT	32	4	1
2013-02-20 13:27:00	RCV	49	9	0
2013-02-20 13:28:00	SNT	60	13	1
2013-02-20 13:36:00	SNT	54	11	8
2013-02-20 13:37:00	RCV	96	20	1
2013-02-20 13:37:00	SNT	70	15	0
2013-02-20 13:37:00	RCV	52	1	0
2013-02-20 13:39:00	RCV	23	6	2
2013-02-20 13:39:00	SNT	16	3	0
2013-02-20 13:39:00	SNT	30	7	0
2013-02-20 13:40:00	RCV	45	10	1
2013-02-20 13:40:00	SNT	19	5	0
2013-02-20 13:41:00	SNT	34	7	1
2013-02-20 13:41:00	RCV	21	4	0
2013-02-20 13:44:00	SNT	37	8	3
2013-02-20 13:48:00	RCV	36	6	4
2013-02-20 13:58:00	SNT	185	35	10
2013-02-20 14:02:00	RCV	94	9	4
2013-02-20 14:03:00	SNT	134	23	1
2013-02-20 14:04:00	RCV	34	7	1
2013-02-20 14:05:00	RCV	40	9	1
2013-02-20 14:06:00	SNT	86	15	1
2013-02-20 14:06:00	SNT	27	6	0
2013-02-20 14:07:00	RCV	26	4	1
2013-02-20 14:10:00	SNT	61	6	3
2013-02-20 14:12:00	RCV	113	17	2
2013-02-20 14:19:00	SNT	9	2	7
2013-02-20 14:26:00	SNT	36	7	7
2013-02-20 14:29:00	RCV	179	33	3
2013-02-20 14:30:00	SNT	39	7	1
2013-02-20 14:30:00	RCV	21	3	0
2013-02-20 14:31:00	SNT	27	6	1
2013-02-20 14:31:00	RCV	24	4	0
2013-02-20 14:35:00	SNT	33	6	4
2013-02-20 14:35:00	RCV	33	7	0
2013-02-20 14:36:00	SNT	38	8	1
2013-02-20 14:36:00	RCV	8	2	0
2013-02-20 14:36:00	SNT	18	3	0
2013-02-20 14:37:00	SNT	10	2	1
2013-02-20 14:37:00	RCV	27	5	0
2013-02-20 14:38:00	SNT	16	3	1
2013-02-20 14:41:00	RCV	129	26	3
2013-02-20 14:41:00	RCV	30	4	0
2013-02-20 14:42:00	SNT	159	27	1
2013-02-20 14:42:00	SNT	12	3	0
2013-02-20 14:44:00	SNT	26	6	2
2013-02-20 14:45:00	SNT	30	6	1
2013-02-20 14:50:00	RCV	154	26	5
2013-02-20 14:52:00	RCV	65	14	2
2013-02-20 14:52:00	SNT	134	24	0
2013-02-20 14:55:00	SNT	123	23	3
2013-02-20 14:55:00	SNT	26	3	0
2013-02-20 14:57:00	RCV	36	6	2
2013-02-20 15:04:00	SNT	101	22	7
2013-02-20 15:11:00	RCV	130	24	7
2013-02-20 15:17:00	SNT	1	1	6
2013-02-20 15:26:00	RCV	2	1	9
2013-02-20 15:32:00	RCV	16	3	6
2013-02-20 15:32:00	RCV	22	3	0
2013-02-20 15:32:00	SNT	4	1	0
2013-02-20 15:32:00	SNT	6	1	0
2013-02-20 15:32:00	RCV	1	1	0
2013-02-20 15:37:00	RCV	11	2	5
2013-02-20 15:42:00	SNT	41	8	5
2013-02-20 15:43:00	RCV	29	5	1
2013-02-20 15:45:00	RCV	22	5	2
2013-02-20 15:45:00	RCV	63	12	0
2013-02-20 16:31:00	RCV	18	4	46
2013-02-20 16:32:00	RCV	64	11	1
2013-02-20 16:32:00	RCV	2	1	0
2013-02-20 16:33:00	SNT	18	4	1
2013-02-20 16:34:00	SNT	51	8	1
2013-02-20 21:32:00	SNT	127	22	298
2013-02-20 21:33:00	RCV	131	21	1
2013-02-20 21:35:00	SNT	74	13	2
2013-02-20 21:35:00	RCV	40	8	0
2013-02-20 21:37:00	RCV	41	8	2
2013-02-20 21:42:00	SNT	56	10	5
2013-02-20 21:43:00	RCV	29	5	1
2013-02-20 21:43:00	SNT	73	16	0
2013-02-20 21:45:00	SNT	61	11	2
2013-02-20 21:47:00	SNT	6	2	2
2013-02-20 21:47:00	RCV	94	15	0
2013-02-20 21:47:00	SNT	11	3	0
2013-02-20 21:48:00	RCV	32	8	1
2013-02-20 21:48:00	RCV	53	7	0
2013-02-20 21:48:00	RCV	70	12	0
2013-02-20 21:49:00	RCV	19	4	1
2013-02-20 21:49:00	SNT	7	1	0
2013-02-20 21:50:00	SNT	80	18	1
2013-02-20 21:51:00	SNT	52	9	1
2013-02-20 21:51:00	SNT	50	12	0
2013-02-20 21:52:00	RCV	19	4	1
2013-02-20 22:01:00	RCV	29	5	9
2013-02-20 22:02:00	SNT	18	4	1
2013-02-20 22:03:00	RCV	39	9	1
2013-02-20 22:07:00	RCV	156	28	4
2013-02-20 22:07:00	SNT	23	4	0
2013-02-20 22:10:00	SNT	59	14	3
2013-02-20 22:12:00	RCV	114	22	2
2013-02-20 22:15:00	SNT	30	6	3
2013-02-20 22:16:00	SNT	98	17	1
2013-02-20 22:17:00	SNT	19	4	1
2013-02-20 22:20:00	RCV	275	57	3
2013-02-20 22:20:00	RCV	54	11	0
2013-02-20 22:20:00	RCV	12	2	0
2013-02-20 22:21:00	RCV	116	21	1
2013-02-20 22:22:00	SNT	158	35	1
2013-02-20 22:22:00	SNT	41	9	0
2013-02-20 22:22:00	RCV	14	3	0
2013-02-20 22:24:00	RCV	17	4	2
2013-02-20 22:24:00	SNT	43	11	0
2013-02-20 22:24:00	SNT	38	9	0
2013-02-20 22:24:00	RCV	42	10	0
2013-02-20 22:25:00	SNT	179	37	1
2013-02-20 22:26:00	SNT	89	16	1
2013-02-20 22:26:00	RCV	49	9	0
2013-02-20 22:26:00	RCV	118	23	0
2013-02-20 22:28:00	SNT	7	2	2
2013-02-20 22:28:00	RCV	83	15	0
2013-02-20 22:29:00	SNT	119	22	1
2013-02-20 22:31:00	SNT	246	47	2
2013-02-20 22:32:00	SNT	50	8	1
2013-02-20 22:33:00	RCV	58	12	1
2013-02-20 22:33:00	RCV	52	11	0
2013-02-20 22:33:00	RCV	40	6	0
2013-02-20 22:35:00	SNT	28	7	2
2013-02-20 22:35:00	RCV	58	12	0
2013-02-20 22:37:00	RCV	57	11	2
2013-02-20 22:39:00	SNT	51	11	2
2013-02-20 22:39:00	RCV	243	48	0
2013-02-20 22:42:00	SNT	63	13	3
2013-02-20 22:43:00	RCV	58	13	1
2013-02-20 22:45:00	SNT	45	9	2
2013-02-20 22:46:00	RCV	25	5	1
2013-02-20 22:47:00	RCV	43	10	1
2013-02-20 22:47:00	SNT	22	3	0
2013-02-20 22:47:00	RCV	39	9	0
2013-02-20 22:47:00	SNT	39	8	0
2013-02-20 22:48:00	RCV	27	6	1
2013-02-20 22:48:00	RCV	11	1	0
2013-02-20 22:48:00	SNT	17	5	0
2013-02-20 22:49:00	SNT	41	8	1
2013-02-20 22:49:00	SNT	27	6	0
2013-02-20 22:50:00	RCV	24	4	1
2013-02-20 22:52:00	RCV	26	4	2
2013-02-20 22:53:00	SNT	19	4	1
2013-02-20 22:53:00	SNT	53	8	0
2013-02-20 22:54:00	RCV	29	6	1
2013-02-20 22:56:00	RCV	64	11	2
2013-02-20 22:56:00	RCV	61	12	0
2013-02-20 22:57:00	SNT	73	14	1
2013-02-20 22:58:00	RCV	57	10	1
2013-02-20 22:58:00	RCV	12	2	0
2013-02-20 22:59:00	SNT	41	8	1
2013-02-20 23:25:00	RCV	75	14	26
2013-02-20 23:27:00	SNT	18	4	2
2013-02-20 23:28:00	RCV	69	13	1
2013-02-20 23:28:00	RCV	1	1	0
2013-02-20 23:30:00	SNT	37	6	2
2013-02-20 23:30:00	RCV	39	6	0
2013-02-20 23:32:00	SNT	38	8	2
2013-02-21 08:45:00	RCV	99	17	553
2013-02-21 08:50:00	SNT	49	9	5
2013-02-21 08:52:00	RCV	29	4	2
2013-02-21 08:54:00	RCV	53	11	2
2013-02-21 08:54:00	RCV	31	7	0
2013-02-21 08:57:00	SNT	9	2	3
2013-02-21 08:58:00	RCV	12	2	1
2013-02-21 08:58:00	RCV	44	8	0
2013-02-21 08:58:00	SNT	28	5	0
2013-02-21 08:58:00	SNT	3	1	0
2013-02-21 08:59:00	SNT	12	2	1
2013-02-21 09:00:00	RCV	122	19	1
2013-02-21 09:03:00	SNT	159	30	3
2013-02-21 09:07:00	RCV	55	11	4
2013-02-21 09:08:00	RCV	44	8	1
2013-02-21 09:10:00	SNT	39	9	2
2013-02-21 09:12:00	RCV	66	11	2
2013-02-21 09:12:00	RCV	50	10	0
2013-02-21 09:13:00	SNT	146	25	1
2013-02-21 09:14:00	SNT	48	11	1
2013-02-21 09:14:00	RCV	24	5	0
2013-02-21 09:15:00	SNT	41	7	1
2013-02-21 09:15:00	RCV	19	4	0
2013-02-21 09:17:00	RCV	34	6	2
2013-02-21 09:17:00	SNT	200	34	0
2013-02-21 09:18:00	SNT	69	14	1
2013-02-21 09:19:00	SNT	64	10	1
2013-02-21 09:20:00	SNT	58	11	1
2013-02-21 09:21:00	RCV	185	37	1
2013-02-21 09:21:00	RCV	40	8	0
2013-02-21 09:23:00	SNT	11	1	2
2013-02-21 09:23:00	RCV	5	1	0
2013-02-21 09:25:00	SNT	191	36	2
2013-02-21 09:27:00	SNT	187	38	2
2013-02-21 09:28:00	RCV	138	27	1
2013-02-21 09:30:00	RCV	41	8	2
2013-02-21 09:31:00	SNT	154	31	1
2013-02-21 09:34:00	SNT	111	18	3
2013-02-21 09:36:00	SNT	71	13	2
2013-02-21 09:37:00	SNT	62	9	1
2013-02-21 09:46:00	RCV	152	30	9
2013-02-21 09:48:00	SNT	64	13	2
2013-02-21 09:49:00	RCV	49	11	1
2013-02-21 09:51:00	RCV	92	19	2
2013-02-21 09:52:00	SNT	27	3	1
2013-02-21 09:54:00	SNT	65	13	2
2013-02-21 09:55:00	RCV	284	54	1
2013-02-21 09:56:00	SNT	49	9	1
2013-02-21 10:00:00	RCV	29	5	4
2013-02-21 10:01:00	SNT	41	7	1
2013-02-21 10:02:00	RCV	43	9	1
2013-02-21 10:02:00	RCV	9	1	0
2013-02-21 10:03:00	SNT	79	18	1
2013-02-21 10:05:00	SNT	95	17	2
2013-02-21 10:05:00	RCV	37	7	0
2013-02-21 10:06:00	RCV	96	24	1
2013-02-21 10:07:00	SNT	20	5	1
2013-02-21 10:08:00	SNT	109	24	1
2013-02-21 10:08:00	RCV	50	10	0
2013-02-21 10:10:00	SNT	19	2	2
2013-02-21 14:52:00	SNT	39	9	282
2013-02-21 14:53:00	RCV	174	30	1
2013-02-21 14:58:00	SNT	272	45	5
2013-02-21 15:02:00	RCV	101	19	4
2013-02-21 15:02:00	SNT	67	14	0
2013-02-21 15:02:00	SNT	48	9	0
2013-02-21 15:03:00	RCV	28	4	1
2013-02-21 15:06:00	SNT	233	44	3
2013-02-21 17:18:00	SNT	107	21	132
2013-02-21 17:21:00	RCV	29	5	3
2013-02-21 17:22:00	RCV	61	11	1
2013-02-21 19:40:00	RCV	35	7	138
2013-02-21 20:39:00	SNT	24	7	59
2013-02-21 20:40:00	RCV	43	8	1
2013-02-21 20:41:00	SNT	69	13	1
2013-02-21 20:41:00	RCV	13	3	0
2013-02-22 08:18:00	SNT	54	13	697
2013-02-22 08:21:00	RCV	51	8	3
2013-02-22 08:42:00	SNT	149	27	21
2013-02-22 09:31:00	RCV	152	19	49
2013-02-22 09:35:00	SNT	49	10	4
2013-02-22 09:36:00	RCV	99	18	1
2013-02-22 09:39:00	SNT	35	5	3
2013-02-22 09:41:00	RCV	20	4	2
2013-02-22 09:47:00	RCV	48	8	6
2013-02-22 09:47:00	RCV	65	15	0
2013-02-22 09:48:00	SNT	43	8	1
2013-02-22 09:49:00	SNT	58	8	1
2013-02-22 09:49:00	RCV	3	1	0
2013-02-22 09:50:00	SNT	70	7	1
2013-02-22 09:58:00	RCV	82	10	8
2013-02-22 09:59:00	SNT	5	1	1
2013-02-22 13:00:00	SNT	43	8	181
2013-02-22 13:12:00	RCV	244	45	12
2013-02-22 13:27:00	RCV	70	14	15
2013-02-22 13:29:00	RCV	115	22	2
2013-02-22 13:29:00	SNT	54	10	0
2013-02-22 13:35:00	SNT	56	11	6
2013-02-22 13:36:00	SNT	46	9	1
2013-02-22 13:48:00	RCV	38	8	12
2013-02-22 13:48:00	RCV	44	9	0
2013-02-22 13:48:00	SNT	34	6	0
2013-02-22 13:50:00	SNT	50	10	2
2013-02-22 13:51:00	SNT	141	22	1
2013-02-22 13:52:00	RCV	45	9	1
2013-02-22 13:53:00	SNT	79	16	1
2013-02-22 13:54:00	RCV	24	4	1
2013-02-22 13:54:00	RCV	25	5	0
2013-02-22 13:55:00	SNT	99	20	1
2013-02-22 14:01:00	SNT	117	22	6
2013-02-22 14:06:00	RCV	63	12	5
2013-02-22 14:07:00	RCV	2	1	1
2013-02-22 14:07:00	SNT	38	6	0
2013-02-22 14:09:00	RCV	144	23	2
2013-02-22 14:11:00	SNT	102	17	2
2013-02-22 14:11:00	SNT	35	8	0
2013-02-22 14:12:00	RCV	22	4	1
2013-02-22 14:16:00	SNT	73	15	4
2013-02-22 14:20:00	RCV	113	19	4
2013-02-22 14:21:00	SNT	59	14	1
2013-02-22 14:22:00	SNT	37	9	1
2013-02-22 14:22:00	RCV	92	17	0
2013-02-22 14:23:00	SNT	66	12	1
2013-02-22 14:24:00	RCV	17	4	1
2013-02-22 14:24:00	RCV	13	3	0
2013-02-22 14:24:00	SNT	60	14	0
2013-02-22 14:24:00	SNT	6	2	0
2013-02-22 14:25:00	SNT	101	22	1
2013-02-22 14:26:00	RCV	162	29	1
2013-02-22 14:29:00	RCV	47	9	3
2013-02-22 14:29:00	SNT	148	27	0
2013-02-22 14:33:00	SNT	84	18	4
2013-02-22 14:37:00	RCV	129	27	4
2013-02-22 14:39:00	SNT	81	15	2
2013-02-22 14:40:00	SNT	41	7	1
2013-02-22 14:41:00	RCV	21	5	1
2013-02-22 14:41:00	RCV	28	4	0
2013-02-22 14:42:00	SNT	28	5	1
2013-02-22 14:42:00	RCV	30	7	0
2013-02-22 14:44:00	RCV	59	11	2
2013-02-22 14:44:00	SNT	12	3	0
2013-02-22 14:44:00	SNT	28	4	0
2013-02-22 14:46:00	SNT	109	21	2
2013-02-22 14:46:00	SNT	35	8	0
2013-02-22 14:50:00	RCV	89	18	4
2013-02-22 14:52:00	RCV	17	3	2
2013-02-22 15:15:00	SNT	90	17	23
2013-02-22 15:16:00	SNT	20	4	1
2013-02-22 15:17:00	RCV	19	3	1
2013-02-22 15:18:00	RCV	229	46	1
2013-02-22 15:19:00	RCV	23	5	1
2013-02-22 15:21:00	SNT	134	29	2
2013-02-22 15:22:00	SNT	27	5	1
2013-02-22 15:22:00	RCV	36	7	0
2013-02-22 15:27:00	SNT	20	2	5
2013-02-22 15:32:00	SNT	18	3	5
2013-02-22 15:33:00	RCV	8	1	1
2013-02-22 15:38:00	RCV	53	11	5
2013-02-22 15:39:00	RCV	43	8	1
2013-02-22 15:39:00	SNT	31	5	0
2013-02-22 15:40:00	RCV	183	35	1
2013-02-22 15:41:00	RCV	50	10	1
2013-02-22 15:41:00	RCV	37	9	0
2013-02-22 15:41:00	SNT	26	4	0
2013-02-22 15:41:00	RCV	38	8	0
2013-02-22 15:42:00	SNT	31	7	1
2013-02-22 15:43:00	RCV	32	6	1
2013-02-22 15:52:00	SNT	9	2	9
2013-02-22 15:54:00	SNT	80	15	2
2013-02-22 15:54:00	RCV	63	13	0
2013-02-22 15:58:00	RCV	10	1	4
2013-02-22 15:58:00	RCV	60	10	0
2013-02-22 15:59:00	SNT	29	5	1
2013-02-22 16:00:00	SNT	57	11	1
2013-02-22 16:00:00	RCV	30	7	0
2013-02-22 16:00:00	RCV	31	6	0
2013-02-22 16:01:00	SNT	45	11	1
2013-02-22 16:01:00	SNT	61	13	0
2013-02-22 16:02:00	SNT	117	16	1
2013-02-22 16:02:00	RCV	55	10	0
2013-02-22 16:03:00	SNT	19	4	1
2013-02-22 16:05:00	SNT	258	53	2
2013-02-22 16:05:00	RCV	47	9	0
2013-02-22 16:07:00	SNT	44	8	2
2013-02-22 16:07:00	SNT	48	10	0
2013-02-22 16:08:00	RCV	40	7	1
2013-02-22 17:26:00	RCV	12	4	78
2013-02-22 17:27:00	SNT	22	5	1
2013-02-22 17:40:00	RCV	45	8	13
2013-02-22 17:41:00	SNT	10	2	1
2013-02-22 22:37:00	RCV	86	19	296
2013-02-22 22:39:00	SNT	115	19	2
2013-02-22 22:43:00	RCV	211	37	4
2013-02-22 22:45:00	SNT	27	4	2
2013-02-22 22:46:00	RCV	36	6	1
2013-02-22 22:46:00	RCV	13	3	0
2013-02-22 22:46:00	RCV	12	2	0
2013-02-22 22:46:00	SNT	56	9	0
2013-02-22 22:47:00	SNT	12	2	1
2013-02-22 22:47:00	SNT	27	5	0
2013-02-22 22:47:00	SNT	27	5	0
2013-02-22 22:48:00	RCV	218	37	1
2013-02-22 22:50:00	RCV	93	17	2
2013-02-22 22:50:00	SNT	64	11	0
2013-02-22 22:51:00	RCV	19	3	1
2013-02-22 22:51:00	SNT	26	5	0
2013-02-22 22:51:00	SNT	71	15	0
2013-02-22 22:52:00	RCV	9	2	1
2013-02-22 22:54:00	SNT	13	2	2
2013-02-22 22:56:00	RCV	10	2	2
2013-02-22 22:57:00	SNT	51	10	1
2013-02-22 22:58:00	RCV	64	10	1
2013-02-22 22:58:00	RCV	6	2	0
2013-02-22 22:59:00	SNT	46	10	1
2013-02-22 22:59:00	SNT	4	1	0
2013-02-22 23:00:00	RCV	49	11	1
2013-02-22 23:00:00	RCV	24	4	0
2013-02-22 23:02:00	SNT	6	1	2
2013-02-22 23:03:00	SNT	4	1	1
2013-02-22 23:03:00	SNT	28	5	0
2013-02-22 23:04:00	RCV	66	13	1
2013-02-22 23:04:00	RCV	58	11	0
2013-02-22 23:05:00	RCV	69	16	1
2013-02-22 23:05:00	SNT	95	21	0
2013-02-22 23:06:00	RCV	27	5	1
2013-02-22 23:10:00	SNT	20	4	4
2013-02-22 23:11:00	SNT	16	3	1
2013-02-22 23:13:00	RCV	215	45	2
2013-02-22 23:17:00	SNT	64	13	4
2013-02-22 23:18:00	SNT	116	22	1
2013-02-22 23:20:00	RCV	77	16	2
2013-02-22 23:22:00	SNT	26	6	2
2013-02-22 23:23:00	SNT	58	10	1
2013-02-22 23:25:00	RCV	39	8	2
2013-02-22 23:26:00	RCV	72	18	1
2013-02-22 23:26:00	RCV	59	10	0
2013-02-22 23:28:00	SNT	136	27	2
2013-02-22 23:28:00	RCV	41	7	0
2013-02-22 23:31:00	SNT	202	18	3
2013-02-22 23:32:00	RCV	125	22	1
2013-02-22 23:33:00	SNT	132	27	1
2013-02-22 23:34:00	RCV	25	5	1
2013-02-22 23:35:00	RCV	69	12	1
2013-02-22 23:35:00	SNT	65	13	0
2013-02-22 23:36:00	RCV	44	9	1
2013-02-22 23:37:00	RCV	50	9	1
2013-02-22 23:38:00	SNT	21	4	1
2013-02-22 23:38:00	SNT	15	2	0
2013-02-22 23:39:00	RCV	35	5	1
2013-02-22 23:39:00	RCV	83	16	0
2013-02-22 23:41:00	SNT	28	5	2
2013-02-23 10:17:00	SNT	58	12	636
2013-02-23 10:52:00	RCV	19	3	35
2013-02-23 11:06:00	RCV	29	6	14
2013-02-23 11:07:00	SNT	69	12	1
2013-02-23 11:12:00	RCV	215	42	5
2013-02-23 11:12:00	RCV	75	14	0
2013-02-23 11:13:00	SNT	11	2	1
2013-02-23 11:42:00	RCV	4	1	29
2013-02-23 11:43:00	SNT	69	13	1
2013-02-23 11:44:00	SNT	19	3	1
2013-02-23 11:44:00	RCV	68	12	0
2013-02-23 11:44:00	RCV	14	3	0
2013-02-23 11:46:00	SNT	127	25	2
2013-02-23 11:48:00	RCV	11	2	2
2013-02-23 11:53:00	SNT	103	23	5
2013-02-23 11:55:00	RCV	59	11	2
2013-02-23 12:00:00	SNT	42	8	5
2013-02-23 12:04:00	RCV	32	6	4
2013-02-23 12:06:00	SNT	54	12	2
2013-02-23 12:10:00	RCV	51	9	4
2013-02-23 13:41:00	SNT	107	23	91
2013-02-23 13:41:00	SNT	1	1	0
2013-02-23 13:42:00	SNT	85	19	1
2013-02-23 13:43:00	RCV	66	13	1
2013-02-23 13:44:00	RCV	83	16	1
2013-02-23 13:46:00	SNT	121	24	2
2013-02-23 13:48:00	SNT	99	19	2
2013-02-23 13:48:00	RCV	58	11	0
2013-02-23 13:51:00	SNT	116	25	3
2013-02-23 13:52:00	RCV	55	9	1
2013-02-23 13:53:00	SNT	90	19	1
2013-02-23 13:54:00	SNT	70	11	1
2013-02-23 13:59:00	RCV	79	15	5
2013-02-23 13:59:00	RCV	47	8	0
2013-02-23 14:05:00	RCV	20	2	6
2013-02-23 14:08:00	SNT	18	3	3
2013-02-23 14:09:00	RCV	2	1	1
2013-02-23 14:14:00	SNT	24	4	5
2013-02-23 14:18:00	RCV	76	14	4
2013-02-23 14:29:00	RCV	109	22	11
2013-02-23 14:29:00	SNT	33	7	0
2013-02-23 14:30:00	SNT	41	6	1
2013-02-23 14:31:00	RCV	107	15	1
2013-02-23 14:31:00	RCV	65	13	0
2013-02-23 14:32:00	SNT	21	4	1
2013-02-23 14:33:00	RCV	85	16	1
2013-02-23 14:33:00	RCV	63	12	0
2013-02-23 14:33:00	SNT	42	6	0
2013-02-23 14:35:00	RCV	116	20	2
2013-02-23 14:36:00	SNT	49	10	1
2013-02-23 14:36:00	RCV	77	14	0
2013-02-23 14:37:00	SNT	33	7	1
2013-02-23 14:39:00	RCV	155	29	2
2013-02-23 14:39:00	RCV	56	11	0
2013-02-23 14:43:00	RCV	58	12	4
2013-02-23 14:44:00	SNT	50	10	1
2013-02-23 14:45:00	RCV	18	4	1
2013-02-23 14:45:00	SNT	28	5	0
2013-02-23 14:46:00	RCV	21	4	1
2013-02-23 14:46:00	RCV	10	2	0
2013-02-23 14:46:00	SNT	1	1	0
2013-02-23 14:48:00	RCV	8	1	2
2013-02-23 14:48:00	RCV	99	20	0
2013-02-23 14:48:00	SNT	34	8	0
2013-02-23 14:52:00	SNT	38	7	4
2013-02-23 14:54:00	RCV	111	22	2
2013-02-23 14:55:00	SNT	24	5	1
2013-02-23 14:56:00	RCV	89	19	1
2013-02-23 14:57:00	SNT	70	14	1
2013-02-23 14:58:00	SNT	62	9	1
2013-02-23 14:59:00	RCV	12	3	1
2013-02-23 15:02:00	SNT	13	3	3
2013-02-23 15:03:00	SNT	21	4	1
2013-02-23 15:03:00	RCV	16	4	0
2013-02-23 15:04:00	SNT	52	12	1
2013-02-23 15:05:00	RCV	51	11	1
2013-02-23 15:07:00	RCV	74	13	2
2013-02-23 15:08:00	SNT	10	2	1
2013-02-23 15:10:00	SNT	26	5	2
2013-02-23 15:11:00	SNT	75	15	1
2013-02-23 15:11:00	RCV	16	3	0
2013-02-23 15:12:00	SNT	7	2	1
2013-02-23 15:13:00	RCV	35	7	1
2013-02-23 15:15:00	SNT	76	14	2
2013-02-23 15:15:00	RCV	11	3	0
2013-02-23 15:16:00	RCV	37	8	1
2013-02-23 15:18:00	RCV	21	5	2
2013-02-23 15:18:00	SNT	24	5	0
2013-02-23 15:19:00	SNT	6	1	1
2013-02-23 15:22:00	RCV	65	14	3
2013-02-23 15:22:00	SNT	94	18	0
2013-02-23 15:24:00	SNT	188	34	2
2013-02-23 15:25:00	RCV	16	4	1
2013-02-23 15:26:00	SNT	216	41	1
2013-02-23 15:29:00	SNT	48	1	3
2013-02-23 15:30:00	RCV	41	6	1
2013-02-23 15:31:00	SNT	69	14	1
2013-02-23 15:32:00	SNT	337	57	1
2013-02-23 15:32:00	RCV	12	2	0
2013-02-23 15:34:00	RCV	134	27	2
2013-02-23 15:37:00	SNT	56	13	3
2013-02-23 15:38:00	RCV	15	2	1
2013-02-23 15:38:00	SNT	15	3	0
2013-02-23 15:38:00	RCV	40	9	0
2013-02-23 15:39:00	SNT	97	19	1
2013-02-23 15:39:00	RCV	72	15	0
2013-02-23 15:40:00	SNT	33	8	1
2013-02-23 15:40:00	SNT	7	1	0
2013-02-23 15:40:00	RCV	10	2	0
2013-02-23 15:41:00	RCV	61	12	1
2013-02-23 15:43:00	SNT	35	8	2
2013-02-23 16:55:00	SNT	26	5	72
2013-02-23 16:56:00	RCV	31	7	1
2013-02-23 16:57:00	SNT	15	2	1
2013-02-23 16:57:00	RCV	17	2	0
2013-02-23 16:57:00	SNT	45	10	0
2013-02-23 17:00:00	RCV	19	4	3
2013-02-23 17:02:00	SNT	1	1	2
2013-02-23 17:04:00	RCV	25	5	2
2013-02-23 17:06:00	SNT	54	12	2
2013-02-23 17:08:00	RCV	39	8	2
2013-02-23 17:08:00	RCV	23	5	0
2013-02-23 17:09:00	SNT	34	8	1
2013-02-23 17:11:00	RCV	9	1	2
2013-02-23 17:13:00	RCV	20	5	2
2013-02-23 17:15:00	SNT	106	17	2
2013-02-23 17:16:00	SNT	86	19	1
2013-02-23 17:17:00	RCV	88	20	1
2013-02-23 17:17:00	SNT	84	14	0
2013-02-23 17:21:00	RCV	73	13	4
2013-02-23 17:21:00	RCV	50	8	0
2013-02-23 17:22:00	SNT	57	10	1
2013-02-23 17:23:00	SNT	35	8	1
2013-02-23 17:23:00	SNT	5	1	0
2013-02-23 19:51:00	SNT	98	16	148
2013-02-23 19:53:00	RCV	25	5	2
2013-02-23 19:55:00	RCV	20	5	2
2013-02-23 19:55:00	RCV	3	1	0
2013-02-23 19:55:00	SNT	141	28	0
2013-02-23 19:56:00	SNT	90	15	1
2013-02-23 19:57:00	RCV	26	5	1
2013-02-23 19:57:00	SNT	103	23	0
2013-02-23 19:59:00	SNT	126	15	2
2013-02-23 20:00:00	SNT	25	4	1
2013-02-23 20:03:00	SNT	64	12	3
2013-02-23 20:04:00	RCV	33	6	1
2013-02-23 20:05:00	SNT	75	1	1
2013-02-23 20:05:00	SNT	12	3	0
2013-02-23 20:05:00	RCV	20	4	0
2013-02-23 20:06:00	SNT	4	1	1
2013-02-23 20:06:00	RCV	45	8	0
2013-02-23 20:07:00	SNT	83	14	1
2013-02-23 20:07:00	SNT	13	2	0
2013-02-23 20:09:00	RCV	29	6	2
2013-02-23 20:09:00	RCV	110	23	0
2013-02-23 20:10:00	SNT	28	6	1
2013-02-23 20:10:00	RCV	52	10	0
2013-02-23 20:11:00	RCV	74	12	1
2013-02-23 20:12:00	SNT	23	5	1
2013-02-23 20:12:00	RCV	14	3	0
2013-02-23 20:13:00	SNT	136	29	1
2013-02-23 20:15:00	SNT	151	34	2
2013-02-23 20:15:00	SNT	81	14	0
2013-02-23 20:16:00	RCV	47	8	1
2013-02-23 20:17:00	SNT	60	12	1
2013-02-23 20:20:00	RCV	119	23	3
2013-02-23 20:21:00	RCV	97	20	1
2013-02-23 20:21:00	SNT	103	18	0
